cve_id,labels
CVE-2016-2537,"['is-my-json-valid', 'org.webjars.npm is-my-json-valid']"
CVE-2016-3081,"['org.apache.struts struts2-core', 'org.apache.struts.xwork xwork-core']"
CVE-2016-3082,['org.apache.struts struts2-core']
CVE-2016-3083,"['org.apache.hive hive-service', 'org.apache.hive hive-jdbc']"
CVE-2016-3084,"['org.cloudfoundry.identity cloudfoundry-identity-login', 'org.cloudfoundry.identity cloudfoundry-identity-scim', 'org.cloudfoundry.identity cloudfoundry-identity-server']"
CVE-2016-3086,"['org.apache.hadoop hadoop-yarn-server-nodemanager', 'org.apache.hadoop hadoop-common']"
CVE-2016-3087,"['org.apache.struts struts2-rest-plugin', 'org.apache.struts struts2-core']"
CVE-2016-3088,"['org.apache.activemq activemq-fileserver', 'org.apache.activemq apache-activemq']"
CVE-2016-3090,"['org.apache.struts struts2-core', 'com.opensymphony xwork-core', 'org.apache.struts.xwork xwork-core']"
CVE-2016-3093,"['com.opensymphony xwork-core', 'org.apache.click click', 'org.apache.struts.xwork xwork-core', 'org.apache.struts struts2-core', 'org.jopendocument jOpenDocument', 'org.kaazing mina.netty', 'ognl ognl']"
CVE-2016-3094,['org.apache.qpid qpid-broker-core']
CVE-2016-3674,"['com.github.kislayverma.rulette rulette-rest', 'org.duracloud.mill workman', 'org.duracloud.mill loopingduptaskproducer', 'org.duracloud.mill manifest-cleaner', 'org.graylog2 graylog2-radio', 'io.rhiot rhiot-gateway-app', 'com.wix runnable-petri-server', 'com.tocea.scertify.maven maven-scertify-plugin', 'net.lightbody.bmp browsermob-dist', 'org.duracloud.mill taskreadertool', 'org.kevoree.modeling org.kevoree.modeling.generator.standalone', 'com.iveely com.iveely.framework', 'org.graylog2 graylog2', 'org.apache.taverna.language taverna-tavlang-tool', 'org.duracloud account-management-db-util', 'org.codehaus.cuanto cuanto-api', 'org.duracloud.mill taskproducertool', 'org.graylog2 graylog2-bootstrap', 'org.apache.geronimo.gshell gshell-embeddable', 'org.duracloud.mill manifest-builder', 'org.jbehave jbehave-core', 'com.iveely com.iveely.computing', 'com.thoughtworks.xstream xstream', 'org.duracloud.mill auditlog-generator', 'org.duracloud synctoolui', 'org.apache.servicemix.bundles org.apache.servicemix.bundles.xstream-1.2.2', 'com.marvelution.jira.plugins jira-hudson-plugin', 'org.graylog2 graylog2-server', 'com.sonatype.clm clm-maven-plugin']"
CVE-2016-3720,"['org.kill-bill.billing.plugin.java accertify-plugin', 'com.fasterxml.jackson.dataformat jackson-dataformat-xml', 'com.smoketurner.notification notification-application', 'org.spincast spincast-quickstart', 'com.eclipsesource.jaxrs swagger-all', 'org.spincast spincast-website', 'com.smoketurner.snowizard snowizard-application', 'com.smoketurner.pipeline pipeline-application', 'com.github.mtakaki credential-storage', 'com.danielflower.apprunner app-runner', 'io.paradoxical cassieq-core']"
CVE-2016-3721,"['openshift-origin-msg-node-mcollective', 'openshift-origin-cartridge-mongodb', 'openshift-origin-cartridge-python', 'openshift-origin-cartridge-perl', 'openshift-origin-cartridge-jbosseap', 'rubygem-openshift-origin-frontend-haproxy-sni-proxy', 'openshift-origin-cartridge-php', 'openshift-origin-cartridge-ruby', 'rubygem-openshift-origin-msg-broker-mcollective', 'rubygem-openshift-origin-admin-console', 'openshift-origin-cartridge-jenkins-client', 'libcgroup', 'openshift-origin-node-util', 'jenkins', 'openshift-origin-cartridge-jbossews', 'openshift-origin-broker', 'jenkins-plugin-openshift-pipeline', 'openshift-origin-cartridge-nodejs', 'imagemagick', 'openshift-origin-cartridge-diy', 'openshift-origin-cartridge-mysql', 'rhc', 'activemq', 'rubygem-openshift-origin-controller', 'openshift-origin-broker-util', 'openshift-origin-cartridge-haproxy', 'openshift-origin-cartridge-jenkins', 'openshift-origin-cartridge-cron', 'rubygem-openshift-origin-routing-daemon', 'openshift-origin-node-proxy', 'rubygem-openshift-origin-node']"
CVE-2016-3722,"['openshift-origin-msg-node-mcollective', 'openshift-origin-cartridge-mongodb', 'openshift-origin-cartridge-python', 'openshift-origin-cartridge-perl', 'openshift-origin-cartridge-jbosseap', 'rubygem-openshift-origin-frontend-haproxy-sni-proxy', 'openshift-origin-cartridge-php', 'openshift-origin-cartridge-ruby', 'rubygem-openshift-origin-msg-broker-mcollective', 'rubygem-openshift-origin-admin-console', 'openshift-origin-cartridge-jenkins-client', 'libcgroup', 'openshift-origin-node-util', 'jenkins', 'openshift-origin-cartridge-jbossews', 'openshift-origin-broker', 'jenkins-plugin-openshift-pipeline', 'openshift-origin-cartridge-nodejs', 'imagemagick', 'openshift-origin-cartridge-diy', 'openshift-origin-cartridge-mysql', 'rhc', 'activemq', 'rubygem-openshift-origin-controller', 'openshift-origin-broker-util', 'openshift-origin-cartridge-haproxy', 'openshift-origin-cartridge-jenkins', 'openshift-origin-cartridge-cron', 'rubygem-openshift-origin-routing-daemon', 'openshift-origin-node-proxy', 'rubygem-openshift-origin-node']"
CVE-2016-3723,"['openshift-origin-msg-node-mcollective', 'openshift-origin-cartridge-mongodb', 'openshift-origin-cartridge-python', 'openshift-origin-cartridge-perl', 'openshift-origin-cartridge-jbosseap', 'rubygem-openshift-origin-frontend-haproxy-sni-proxy', 'openshift-origin-cartridge-php', 'openshift-origin-cartridge-ruby', 'rubygem-openshift-origin-msg-broker-mcollective', 'rubygem-openshift-origin-admin-console', 'openshift-origin-cartridge-jenkins-client', 'libcgroup', 'openshift-origin-node-util', 'jenkins', 'openshift-origin-cartridge-jbossews', 'openshift-origin-broker', 'jenkins-plugin-openshift-pipeline', 'openshift-origin-cartridge-nodejs', 'imagemagick', 'openshift-origin-cartridge-diy', 'openshift-origin-cartridge-mysql', 'rhc', 'activemq', 'rubygem-openshift-origin-controller', 'openshift-origin-broker-util', 'openshift-origin-cartridge-haproxy', 'openshift-origin-cartridge-jenkins', 'openshift-origin-cartridge-cron', 'rubygem-openshift-origin-routing-daemon', 'openshift-origin-node-proxy', 'rubygem-openshift-origin-node']"
CVE-2016-3724,"['openshift-origin-msg-node-mcollective', 'openshift-origin-cartridge-mongodb', 'openshift-origin-cartridge-python', 'openshift-origin-cartridge-perl', 'openshift-origin-cartridge-jbosseap', 'rubygem-openshift-origin-frontend-haproxy-sni-proxy', 'openshift-origin-cartridge-php', 'openshift-origin-cartridge-ruby', 'rubygem-openshift-origin-msg-broker-mcollective', 'rubygem-openshift-origin-admin-console', 'openshift-origin-cartridge-jenkins-client', 'libcgroup', 'openshift-origin-node-util', 'jenkins', 'openshift-origin-cartridge-jbossews', 'openshift-origin-broker', 'jenkins-plugin-openshift-pipeline', 'openshift-origin-cartridge-nodejs', 'imagemagick', 'openshift-origin-cartridge-diy', 'openshift-origin-cartridge-mysql', 'rhc', 'activemq', 'rubygem-openshift-origin-controller', 'openshift-origin-broker-util', 'openshift-origin-cartridge-haproxy', 'openshift-origin-cartridge-jenkins', 'openshift-origin-cartridge-cron', 'rubygem-openshift-origin-routing-daemon', 'openshift-origin-node-proxy', 'rubygem-openshift-origin-node']"
CVE-2016-3725,"['openshift-origin-msg-node-mcollective', 'openshift-origin-cartridge-mongodb', 'openshift-origin-cartridge-python', 'openshift-origin-cartridge-perl', 'openshift-origin-cartridge-jbosseap', 'rubygem-openshift-origin-frontend-haproxy-sni-proxy', 'openshift-origin-cartridge-php', 'openshift-origin-cartridge-ruby', 'rubygem-openshift-origin-msg-broker-mcollective', 'rubygem-openshift-origin-admin-console', 'openshift-origin-cartridge-jenkins-client', 'libcgroup', 'openshift-origin-node-util', 'jenkins', 'openshift-origin-cartridge-jbossews', 'openshift-origin-broker', 'jenkins-plugin-openshift-pipeline', 'openshift-origin-cartridge-nodejs', 'imagemagick', 'openshift-origin-cartridge-diy', 'openshift-origin-cartridge-mysql', 'rhc', 'activemq', 'rubygem-openshift-origin-controller', 'openshift-origin-broker-util', 'openshift-origin-cartridge-haproxy', 'openshift-origin-cartridge-jenkins', 'openshift-origin-cartridge-cron', 'rubygem-openshift-origin-routing-daemon', 'openshift-origin-node-proxy', 'rubygem-openshift-origin-node']"
CVE-2016-3726,"['openshift-origin-msg-node-mcollective', 'openshift-origin-cartridge-mongodb', 'openshift-origin-cartridge-python', 'openshift-origin-cartridge-perl', 'openshift-origin-cartridge-jbosseap', 'rubygem-openshift-origin-frontend-haproxy-sni-proxy', 'openshift-origin-cartridge-php', 'openshift-origin-cartridge-ruby', 'rubygem-openshift-origin-msg-broker-mcollective', 'rubygem-openshift-origin-admin-console', 'openshift-origin-cartridge-jenkins-client', 'libcgroup', 'openshift-origin-node-util', 'jenkins', 'openshift-origin-cartridge-jbossews', 'openshift-origin-broker', 'openshift-origin-cartridge-nodejs', 'imagemagick', 'openshift-origin-cartridge-diy', 'openshift-origin-cartridge-mysql', 'rhc', 'activemq', 'rubygem-openshift-origin-controller', 'openshift-origin-broker-util', 'openshift-origin-cartridge-haproxy', 'openshift-origin-cartridge-jenkins', 'openshift-origin-cartridge-cron', 'rubygem-openshift-origin-routing-daemon', 'openshift-origin-node-proxy', 'rubygem-openshift-origin-node']"
CVE-2016-3727,"['openshift-origin-msg-node-mcollective', 'openshift-origin-cartridge-mongodb', 'openshift-origin-cartridge-python', 'openshift-origin-cartridge-perl', 'openshift-origin-cartridge-jbosseap', 'rubygem-openshift-origin-frontend-haproxy-sni-proxy', 'openshift-origin-cartridge-php', 'openshift-origin-cartridge-ruby', 'rubygem-openshift-origin-msg-broker-mcollective', 'rubygem-openshift-origin-admin-console', 'openshift-origin-cartridge-jenkins-client', 'libcgroup', 'openshift-origin-node-util', 'jenkins', 'openshift-origin-cartridge-jbossews', 'openshift-origin-broker', 'jenkins-plugin-openshift-pipeline', 'openshift-origin-cartridge-nodejs', 'imagemagick', 'openshift-origin-cartridge-diy', 'openshift-origin-cartridge-mysql', 'rhc', 'activemq', 'rubygem-openshift-origin-controller', 'openshift-origin-broker-util', 'openshift-origin-cartridge-haproxy', 'openshift-origin-cartridge-jenkins', 'openshift-origin-cartridge-cron', 'rubygem-openshift-origin-routing-daemon', 'openshift-origin-node-proxy', 'rubygem-openshift-origin-node']"
CVE-2016-4000,"['org.python jython-standalone', 'org.python jython']"
CVE-2016-4003,['org.apache.struts struts2-core']
CVE-2016-4055,"['org.webjars.npm moment', 'moment', 'org.webjars.bower moment', 'org.webjars.bower momentjs', 'org.webjars momentjs']"
CVE-2016-4216,['com.adobe.xmp xmpcore']
CVE-2016-4430,['org.apache.struts struts2-core']
CVE-2016-4431,['org.apache.struts struts2-core']
CVE-2016-4432,"['org.apache.qpid qpid-broker-plugins-amqp-0-10-protocol', 'org.apache.qpid qpid-broker-plugins-amqp-0-8-protocol']"
CVE-2016-4433,"['org.apache.struts struts2-core', 'org.apache.struts.xwork xwork-core']"
CVE-2016-4434,"['org.apache.tika tika-bundle', 'org.apache.tika tika-parsers']"
CVE-2016-4436,"['org.apache.struts struts2-rest-plugin', 'org.apache.struts struts2-core']"
CVE-2016-4437,"['org.graylog2 graylog2-bootstrap', 'org.graylog2 graylog2', 'org.apache.shiro shiro-all', 'com.meltmedia.cadmium cadmium-cli', 'org.apache.shiro shiro-core', 'org.graylog2 graylog2-server']"
CVE-2016-4438,"['org.apache.struts struts2-rest-plugin', 'org.apache.struts struts2-core', 'org.apache.struts struts2-json-plugin', 'org.apache.struts struts2-tiles-plugin', 'org.apache.struts.xwork xwork-core']"
CVE-2016-4461,"['org.apache.struts struts2-core', 'org.apache.struts.xwork xwork-core']"
CVE-2016-4464,['org.apache.cxf.fediz fediz-core']
CVE-2016-4465,"['org.apache.struts struts2-core', 'org.apache.struts.xwork xwork-core']"
CVE-2016-4467,['org.apache.qpid proton-project']
CVE-2016-4468,"['org.cloudfoundry.identity cloudfoundry-identity-uaa', 'org.cloudfoundry.identity cloudfoundry-identity-common', 'org.cloudfoundry.identity cloudfoundry-identity-server']"
CVE-2016-4567,"['org.webjars mediaelement', 'mediaelement', 'org.webjars.bower mediaelement']"
CVE-2016-4800,"['com.elastisys.scale cloudpool.openstack', 'com.elastisys.scale cloudpool.aws.spot', 'io.advantageous.qbit qbit-jetty', 'com.iveely com.iveely.framework', 'com.elastisys.scale cloudpool.citycloud', 'com.iveely com.iveely.computing', 'com.elastisys.scale cloudpool.aws.autoscaling', 'com.elastisys.scale cloudpool.aws.ec2', 'org.eclipse.jetty jetty-util', 'com.danielflower.apprunner app-runner', 'org.apache.jena jena-fuseki-server', 'com.qmetric penfold_2.11']"
CVE-2016-4970,"['com.puresoltechnologies.purifinity.server passwordstore.ddl', 'com.puresoltechnologies.purifinity.server server.ddl', 'com.etsy statsd-jvm-profiler', 'io.netty netty-handler', 'org.apache.storm storm-starter', 'gr.iti.mklab mklab-stream-manager', 'io.fabric8.insight insight-rhq-metrics', 'io.advantageous.qbit qbit-vertx', 'com.github.brandtg switchboard-file', 'com.puresoltechnologies.purifinity.plugins metrics.ddl', 'com.orange.redis-protocol netty4-server', 'com.graphaware.neo4j resttest', 'net.lightbody.bmp browsermob-dist', 'com.github.kislayverma.rulette rulette-rest', 'org.graylog2 graylog2', 'org.neo4j.doc neo4j-graphgist', 'com.puresoltechnologies.purifinity.server global.ddl', 'net.scattersphere scattersphere-cli', 'org.apache.bigtop.itest fat-smoke', 'com.github.brandtg switchboard-mysql', 'com.github.brandtg switchboard-hdfs', 'org.graylog2 graylog2-bootstrap', 'io.netty netty-all', 'com.uber.tchannel tchannel-hyperbahn', 'com.smoketurner.notification notification-application', 'net.scattersphere scattersphere-core', 'org.graylog2 graylog2-server', 'org.neo4j.doc neo4j-cypherdoc', 'com.puresoltechnologies.purifinity.server systemmonitor.ddl', 'com.github.sakserv hadoop-mini-clusters-hbase', 'com.data-artisans cascading-flink']"
CVE-2016-4974,"['org.apache.qpid qpid-java-build', 'org.apache.qpid qpid-jms-client']"
CVE-2016-4977,['org.springframework.security.oauth spring-security-oauth2']
CVE-2016-4999,['org.dashbuilder dashbuilder-dataset-sql']
CVE-2016-5000,['org.apache.poi poi-examples']
CVE-2016-5001,['org.apache.hadoop hadoop-hdfs']
CVE-2016-5002,"['org.apache.xmlrpc xmlrpc-common', 'org.apache.xmlrpc xmlrpc-client', 'org.apache.xmlrpc xmlrpc', 'org.apache.xmlrpc xmlrpc-server']"
CVE-2016-5003,"['xmlrpc', 'org.apache.xmlrpc xmlrpc-server', 'xmlrpc-common', 'org.apache.xmlrpc xmlrpc', 'xmlrpc3', 'rh-java-common-xmlrpc']"
CVE-2016-5007,"['org.springframework spring-webmvc', 'org.springframework.security spring-security-web', 'org.springframework.security spring-security-config']"
CVE-2016-5016,"['org.cloudfoundry.identity cloudfoundry-identity-common', 'org.cloudfoundry.identity cloudfoundry-identity-server']"
CVE-2016-5019,"['org.apache.myfaces.trinidad trinidad-build', 'org.apache.myfaces.trinidad trinidad-api', 'org.apache.myfaces.trinidad trinidad-partial-lifecycle', 'org.apache.myfaces.trinidad trinidad-impl']"
CVE-2016-5388,"['org.apache.tomcat tomcat', 'org.apache.tomcat tomcat-catalina', 'httpd24', 'tomcat7', 'tomcat6', 'tomcat8']"
CVE-2016-5393,['org.apache.hadoop hadoop-common']
CVE-2016-5394,['org.apache.sling org.apache.sling.xss']
CVE-2016-5395,['org.apache.ranger ranger']
CVE-2016-5682,"['org.webjars swagger-ui', 'org.webjars.npm swagger-ui', 'swagger-ui']"
CVE-2016-5725,['com.jcraft jsch']
CVE-2016-6345,['org.jboss.resteasy resteasy-jaxrs']
CVE-2016-6347,['org.jboss.resteasy resteasy-jaxrs']
CVE-2016-6348,['org.jboss.resteasy resteasy-jaxrs']
CVE-2016-6636,"['org.cloudfoundry.identity cloudfoundry-identity-login', 'org.cloudfoundry.identity cloudfoundry-identity-server']"
CVE-2016-6637,"['org.cloudfoundry.identity cloudfoundry-identity-login', 'org.cloudfoundry.identity cloudfoundry-identity-server']"
CVE-2016-6651,"['org.cloudfoundry.identity cloudfoundry-identity-common', 'org.cloudfoundry.identity cloudfoundry-identity-server']"
CVE-2016-6652,['org.springframework.data spring-data-jpa']
CVE-2016-6659,"['org.cloudfoundry.identity cloudfoundry-identity-uaa', 'org.cloudfoundry.identity cloudfoundry-identity-common', 'org.cloudfoundry.identity cloudfoundry-identity-server']"
CVE-2016-6793,['org.apache.wicket wicket-util']
CVE-2016-6794,"['mod_cluster', 'tomcat tomcat-util', 'org.apache.tomcat tomcat-catalina', 'tomcat7', 'org.apache.tomcat tomcat-util-scan', 'hibernate4-eap6', 'org.apache.tomcat catalina', 'tomcat-vault', 'org.apache.tomcat tomcat-util', 'tomcat-native', 'tomcat8']"
CVE-2016-6795,['org.apache.struts struts2-core']
CVE-2016-6797,"['mod_cluster', 'tomcat catalina', 'org.apache.tomcat tomcat-catalina', 'org.apache.tomcat.embed tomcat-embed-core', 'tomcat7', 'hibernate4-eap6', 'org.apache.tomcat catalina', 'tomcat-vault', 'tomcat-native', 'tomcat8']"
CVE-2016-6798,['org.apache.sling org.apache.sling.xss']
CVE-2016-6801,['org.apache.jackrabbit jackrabbit-webdav']
CVE-2016-6802,['org.apache.shiro shiro-web']
CVE-2016-6805,['org.apache.ignite ignite-core']
CVE-2016-6806,['org.apache.wicket wicket-core']
CVE-2016-6809,"['org.apache.tika tika-parsers', 'net.sourceforge.jmatio jmatio']"
CVE-2016-6810,['org.apache.activemq activemq-web-console']
CVE-2016-6811,"['org.apache.hadoop hadoop-yarn-server-nodemanager', 'org.apache.hadoop hadoop-common']"
CVE-2016-6812,['org.apache.cxf cxf-rt-transports-http']
CVE-2016-6814,"['org.codehaus.groovy groovy-all', 'groovy', 'org.codehaus.groovy groovy', 'rh-maven33-groovy']"
CVE-2016-6815,['org.apache.ranger ranger-kafka-plugin']
CVE-2016-6817,['org.apache.tomcat tomcat-coyote']
CVE-2016-7043,['org.kie.server kie-server-common']
CVE-2016-7051,['com.fasterxml.jackson.dataformat jackson-dataformat-xml']
CVE-2016-8629,"['rh-sso7-keycloak', 'org.keycloak keycloak-services']"
CVE-2016-8735,"['mod_cluster', 'org.apache.tomcat tomcat-catalina', 'tomcat7', 'hibernate4-eap6', 'org.apache.tomcat catalina', 'tomcat-vault', 'org.apache.tomcat tomcat-catalina-jmx-remote', 'tomcat-native', 'tomcat8']"
CVE-2016-8737,"['org.apache.brooklyn brooklyn', 'org.apache.brooklyn brooklyn-rest-resources', 'org.apache.brooklyn brooklyn-utils-common']"
CVE-2016-8738,['org.apache.struts struts2-core']
CVE-2016-8739,['org.apache.cxf cxf-rt-rs-extension-providers']
CVE-2016-8741,['org.apache.qpid qpid-broker-core']
CVE-2016-8744,['org.apache.brooklyn brooklyn-utils-common']
CVE-2016-8745,"['mod_cluster', 'org.apache.tomcat coyote', 'org.apache.tomcat tomcat-catalina', 'tomcat7', 'tomcat6', 'hibernate4-eap6', 'org.apache.tomcat tomcat-coyote', 'tomcat-vault', 'org.apache.tomcat tomcat-util', 'tomcat-native', 'tomcat8']"
CVE-2016-8746,['org.apache.ranger ranger-plugins-common']
CVE-2016-8747,['org.apache.tomcat tomcat-coyote']
CVE-2016-8749,"['org.apache.camel camel-jacksonxml', 'org.apache.camel camel-jackson']"
CVE-2016-8750,['org.apache.karaf.jaas org.apache.karaf.jaas.modules']
CVE-2016-8751,['org.apache.ranger ranger-plugins-common']
CVE-2016-9177,['com.sparkjava spark-core']
CVE-2016-9487,['org.idpf epubcheck']
CVE-2016-9878,['org.springframework spring-webmvc']
CVE-2016-9879,['org.springframework.security spring-security-web']
CVE-2017-1000006,"['plotly.js', 'org.webjars.bower plotly.js', 'org.webjars.npm plotly.js']"
CVE-2017-1000034,"['com.typesafe.akka akka-remote_2.11', 'com.typesafe.akka akka-actor_2.11', 'com.typesafe.akka akka-actor_2.10']"
CVE-2017-1000048,"['qs', 'org.webjars.npm qs', 'rh-nodejs6-nodejs-qs']"
CVE-2017-1000085,"['rubygem-fluent-plugin-kubernetes_metadata_filter', 'fluentd', 'rubygem-faraday', 'rubygem-systemd-journal', 'kibana', 'rubygem-excon', 'rubygem-i18n', 'atomic-openshift', 'rubygem-cool.io', 'rubygem-fluent-plugin-viaq_data_model']"
CVE-2017-1000089,"['rubygem-fluent-plugin-kubernetes_metadata_filter', 'fluentd', 'rubygem-faraday', 'rubygem-systemd-journal', 'kibana', 'rubygem-excon', 'rubygem-i18n', 'atomic-openshift', 'rubygem-cool.io', 'rubygem-fluent-plugin-viaq_data_model']"
CVE-2017-1000092,"['rubygem-fluent-plugin-kubernetes_metadata_filter', 'fluentd', 'rubygem-faraday', 'rubygem-systemd-journal', 'kibana', 'rubygem-excon', 'rubygem-i18n', 'atomic-openshift', 'rubygem-cool.io', 'rubygem-fluent-plugin-viaq_data_model']"
CVE-2017-1000096,"['rubygem-fluent-plugin-kubernetes_metadata_filter', 'fluentd', 'rubygem-faraday', 'rubygem-systemd-journal', 'kibana', 'rubygem-excon', 'rubygem-i18n', 'atomic-openshift', 'rubygem-cool.io', 'rubygem-fluent-plugin-viaq_data_model']"
CVE-2017-1000118,"['com.typesafe.akka akka-http', 'com.typesafe.akka akka-http_2.11', 'com.typesafe.akka akka-http_2.12']"
CVE-2017-1000190,['org.simpleframework simple-xml']
CVE-2017-1000207,"['io.swagger swagger-codegen', 'io.swagger swagger-codegen-cli', 'io.swagger swagger-parser']"
CVE-2017-1000208,"['io.swagger swagger-codegen', 'io.swagger swagger-codegen-cli', 'io.swagger swagger-parser']"
CVE-2017-1000209,['com.neovisionaries nv-websocket-client']
CVE-2017-1000243,"['org.hudsonci.plugins favorite', 'org.jvnet.hudson.plugins favorite']"
CVE-2017-1000244,"['org.hudsonci.plugins favorite', 'org.jvnet.hudson.plugins favorite']"
CVE-2017-1000387,['org.jvnet.hudson.plugins build-publisher']
CVE-2017-1000389,['org.jvnet.hudson.plugins global-build-stats']
CVE-2017-1000403,['org.jvnet.hudson.plugins speaks']
CVE-2017-1000427,"['org.webjars.bower marked', 'org.webjars.npm marked', 'marked']"
CVE-2017-1000486,['org.primefaces primefaces']
CVE-2017-1000487,['org.codehaus.plexus plexus-utils']
CVE-2017-1000500,"['org.keycloak keycloak-wildfly-server-subsystem', 'org.keycloak keycloak-saml-core']"
CVE-2017-10687,['libsass.so']
CVE-2017-10910,['mqtt']
CVE-2017-11467,['com.orientechnologies orientdb-core']
CVE-2017-12158,"['rh-sso7-keycloak', 'org.keycloak keycloak-services']"
CVE-2017-12159,"['rh-sso7-keycloak', 'org.keycloak keycloak-services']"
CVE-2017-12160,"['rh-sso7-keycloak', 'org.keycloak keycloak-services']"
CVE-2017-12161,['org.keycloak keycloak-core']
CVE-2017-12196,"['eap7-jackson-module-jaxb-annotations', 'eap7-picketlink-bindings', 'eap7-undertow', 'eap7-undertow-jastow', 'eap7-glassfish-jsf', 'io.undertow undertow-core', 'eap7-hibernate', 'eap7-xml-security', 'eap7-jackson-modules-java8', 'eap7-ironjacamar', 'eap7-jackson-core', 'eap7-wildfly', 'eap7-activemq-artemis', 'eap7-wildfly-javadocs', 'eap7-jackson-annotations', 'eap7-narayana', 'eap7-infinispan', 'eap7-jboss-logmanager', 'eap7-jackson-jaxrs-providers', 'eap7-jbossws-cxf', 'eap7-jboss-server-migration', 'eap7-jackson-databind', 'eap7-jboss-ec2-eap', 'eap7-wss4j', 'eap7-wildfly-http-client', 'eap7-apache-cxf', 'eap7-picketlink-federation', 'eap7-wildfly-elytron', 'eap7-resteasy']"
CVE-2017-12197,"['rh-sso7-keycloak', 'org.kohsuke libpam4j', 'org.glassfish.main.external libpam4j-repackaged', 'org.abstractj libpam4j', 'org.jvnet.libpam4j libpam4j', 'org.glassfish.external libpam4j-repackaged']"
CVE-2017-12610,['org.apache.kafka kafka-clients']
CVE-2017-12611,['org.apache.struts struts2-core']
CVE-2017-12612,"['org.apache.spark spark-launcher_2.11', 'org.apache.spark spark-launcher_2.10']"
CVE-2017-12615,"['httpd', 'mod_cluster-native', 'org.apache.tomcat tomcat-catalina', 'jbcs-httpd24-openssl', 'httpd22', 'tomcat7', 'tomcat6', 'tomcat-vault', 'mod_cluster', 'tomcat-native', 'tomcat8']"
CVE-2017-12616,"['tomcat7', 'tomcat-native', 'org.apache.tomcat tomcat-catalina', 'mod_cluster', 'tomcat-vault', 'tomcat8']"
CVE-2017-12619,['org.apache.zeppelin zeppelin-zengine']
CVE-2017-12620,"['org.apache.opennlp opennlp-uima', 'org.apache.opennlp opennlp-tools']"
CVE-2017-12621,['commons-jelly commons-jelly']
CVE-2017-12622,['org.apache.geode geode-core']
CVE-2017-12623,['org.apache.nifi nifi-framework-core']
CVE-2017-12624,"['eap7-wildfly-transaction-client', 'eap7-wildfly-openssl-linux', 'eap7-jboss-ejb-client', 'eap7-picketlink-bindings', 'eap7-bouncycastle', 'eap7-wildfly-web-console-eap', 'eap7-hibernate', 'org.apache.cxf.systests cxf-systests-jaxrs', 'eap7-ironjacamar', 'eap7-wildfly-naming-client', 'eap7-wildfly', 'org.apache.cxf cxf-rt-frontend-jaxrs', 'eap7-activemq-artemis', 'eap7-wildfly-javadocs', 'eap7-narayana', 'org.apache.cxf cxf-core', 'eap7-jboss-remoting', 'eap7-undertow', 'eap7-jboss-server-migration', 'eap7-guava-libraries', 'eap7-picketlink-federation', 'eap7-mod_cluster', 'eap7-jberet', 'eap7-resteasy']"
CVE-2017-12625,['org.apache.hive hive-exec']
CVE-2017-12626,"['org.apache.poi poi-scratchpad', 'org.apache.poi poi']"
CVE-2017-12628,['org.apache.james james-server']
CVE-2017-12629,"['eap7-activemq-artemis', 'eap7-wildfly-javadocs', 'org.apache.lucene lucene-xml-query-parser', 'eap7-hibernate', 'eap7-ironjacamar', 'eap7-jboss-remoting', 'rh-java-common-lucene5', 'rh-java-common-lucene', 'eap7-jboss-xnio-base', 'eap7-jboss-ec2-eap', 'eap7-jgroups', 'org.apache.lucene lucene-queryparser', 'eap7-undertow', 'eap7-lucene-solr', 'org.apache.solr solr-core', 'eap7-wildfly', 'eap7-resteasy']"
CVE-2017-12630,['org.apache.drill.exec drill-java-exec']
CVE-2017-12631,"['org.apache.cxf.fediz fediz-spring3', 'org.apache.cxf.fediz fediz-spring2', 'org.apache.cxf.fediz fediz-spring']"
CVE-2017-12632,"['org.apache.nifi nifi-jetty', 'org.apache.nifi nifi-jetty-bundle']"
CVE-2017-12633,['org.apache.camel camel-hessian']
CVE-2017-12634,['org.apache.camel camel-castor']
CVE-2017-12645,"['com.liferay.portal com.liferay.portal.impl', 'com.liferay.portal portal-impl']"
CVE-2017-12647,"['com.liferay com.liferay.knowledge.base.service', 'com.liferay.portal util-taglib']"
CVE-2017-12648,['com.liferay com.liferay.frontend.taglib']
CVE-2017-12972,['com.nimbusds nimbus-jose-jwt']
CVE-2017-12973,['com.nimbusds nimbus-jose-jwt']
CVE-2017-12974,['com.nimbusds nimbus-jose-jwt']
CVE-2017-13098,"['org.bouncycastle bcprov-ext-jdk15on', 'bouncycastle', 'com.madgag.spongycastle bctls-jdk15on', 'org.bouncycastle bctls-jdk15on', 'org.bouncycastle bcmail-jdk15on', 'org.bouncycastle bctest-jdk15on', 'org.bouncycastle bcpg-jdk15on', 'org.bouncycastle bcprov-jdk15on', 'org.bouncycastle bcpkix-jdk15on']"
CVE-2017-14063,['org.asynchttpclient async-http-client']
CVE-2017-14735,"['org.owasp.antisamy antisamy', 'org.owasp antisamy']"
CVE-2017-15010,"['rh-nodejs6-nodejs-tough-cookie', 'supervisor', 'rh-nodejs4-nodejs-tough-cookie', 'fping', 'redis', 'nagios', 'nagios-plugins', 'fh-system-dump-tool', 'tough-cookie', 'org.webjars.npm tough-cookie', 'rhmap-fh-openshift-templates']"
